Date,City,State,AQI,PM2_5,PM10,NO2,SO2,CO,O3,Temperature_C,Humidity_%,Wind_kmph,Rainfall_mm,Traffic_Index,Industrial_Index,Population_Density,Season,AQI_Category,Health_Advisory
2025-02-24,Chennai,Tamil Nadu,188,69.1,329.7,117.6,60.0,2.71,115.2,43.4,27,3.2,100.5,90,89,15193,Monsoon,Moderate,Sensitive groups caution
2025-09-16,Ahmedabad,Gujarat,368,40.2,349.3,34.2,76.1,0.79,91.7,34.9,45,9.4,117.1,59,12,26653,Monsoon,Very Poor,Stay indoors
2024-09-24,Hyderabad,Telangana,312,179.9,21.4,52.2,48.6,2.43,61.8,12.9,51,4.8,90.2,78,33,4184,Monsoon,Very Poor,Stay indoors
2025-05-22,Delhi,Delhi,364,34.7,266.6,59.7,47.4,1.86,116.4,43.4,36,19.4,102.8,45,41,28678,Summer,Very Poor,Stay indoors
2025-09-09,Lucknow,Uttar Pradesh,360,159.5,138.7,39.1,23.1,2.32,130.0,41.4,66,26.5,65.1,39,95,21584,Summer,Very Poor,Stay indoors
2023-10-31,Bengaluru,Karnataka,30,167.0,165.0,96.4,65.2,2.71,27.5,32.5,80,21.3,46.9,72,48,13672,Autumn,Good,Normal
2025-01-11,Bengaluru,Karnataka,260,173.8,144.0,61.4,70.2,3.14,133.3,32.9,85,4.3,75.4,81,39,17790,Monsoon,Poor,Limit outdoor activity
2024-01-30,Hyderabad,Telangana,204,221.6,256.2,85.8,71.9,0.66,70.8,29.0,36,17.6,9.8,29,53,6838,Winter,Poor,Limit outdoor activity
2025-11-16,Hyderabad,Telangana,30,238.2,219.1,70.0,31.2,3.07,52.3,25.9,75,24.6,110.7,83,17,28779,Winter,Good,Normal
2024-04-02,Kolkata,West Bengal,274,102.8,97.2,104.0,67.6,1.79,149.1,18.3,53,1.7,74.8,94,88,29253,Winter,Poor,Limit outdoor activity
2024-10-28,Jaipur,Rajasthan,108,128.0,236.4,90.7,58.1,2.07,11.7,13.4,67,20.3,47.3,78,94,26646,Summer,Moderate,Sensitive groups caution
2025-06-02,Delhi,Delhi,209,46.0,250.7,52.3,32.7,2.19,177.5,38.0,83,7.8,1.5,30,31,20428,Summer,Poor,Limit outdoor activity
2024-07-05,Chandigarh,Chandigarh,357,48.0,179.4,89.4,34.0,1.73,149.4,40.4,77,6.8,74.3,42,76,9282,Winter,Very Poor,Stay indoors
2024-10-12,Lucknow,Uttar Pradesh,363,130.5,132.6,42.0,27.9,0.49,85.1,41.6,95,24.5,29.6,74,42,14987,Autumn,Very Poor,Stay indoors
2024-02-20,Lucknow,Uttar Pradesh,352,115.8,70.7,118.9,34.3,0.45,78.6,30.7,48,14.2,1.5,31,29,21830,Autumn,Very Poor,Stay indoors
2025-08-04,Patna,Bihar,176,17.7,238.5,49.2,78.7,1.06,32.9,25.1,82,17.9,63.9,33,85,18965,Summer,Moderate,Sensitive groups caution
2024-04-25,Mumbai,Maharashtra,77,222.3,294.1,105.3,13.3,1.49,83.5,37.6,75,15.3,85.8,81,21,1878,Autumn,Satisfactory,Normal
2023-06-13,Bengaluru,Karnataka,323,59.7,318.2,25.6,49.8,2.12,137.4,43.8,35,15.6,44.6,58,17,16508,Winter,Very Poor,Stay indoors
2025-07-02,Delhi,Delhi,416,53.6,282.6,44.0,75.0,0.4,43.3,39.4,39,18.8,42.5,52,39,10264,Monsoon,Severe,Stay indoors
2025-03-13,Bengaluru,Karnataka,148,24.6,137.4,15.3,63.3,2.22,123.9,23.9,27,21.0,39.1,90,14,27004,Winter,Moderate,Sensitive groups caution
2023-12-06,Chennai,Tamil Nadu,66,144.7,127.6,32.1,74.6,1.07,43.2,39.7,43,3.3,29.7,27,25,8354,Autumn,Satisfactory,Normal
2023-08-04,Bengaluru,Karnataka,361,153.3,194.8,73.0,78.8,1.09,168.6,36.7,59,22.3,83.2,36,89,4295,Winter,Very Poor,Stay indoors
2024-11-02,Hyderabad,Telangana,189,114.5,120.5,43.1,29.9,2.71,147.0,39.2,85,3.6,97.6,82,50,14415,Autumn,Moderate,Sensitive groups caution
2023-03-05,Delhi,Delhi,446,40.8,155.3,42.6,28.0,1.28,169.4,23.3,58,12.2,16.2,29,69,6867,Monsoon,Severe,Stay indoors
2023-07-03,Pune,Maharashtra,46,224.5,48.4,100.0,48.3,1.13,81.0,37.6,42,3.7,23.9,32,47,3040,Winter,Good,Normal
2025-08-01,Ahmedabad,Gujarat,196,81.5,91.5,104.9,5.1,0.76,32.3,44.8,25,18.4,110.4,53,18,2382,Autumn,Moderate,Sensitive groups caution
2023-10-26,Kolkata,West Bengal,71,31.9,56.6,53.6,78.0,2.62,42.4,10.6,21,12.8,15.2,40,90,10949,Autumn,Satisfactory,Normal
2025-11-02,Ahmedabad,Gujarat,260,28.4,234.4,88.6,2.4,2.84,65.9,21.2,42,17.3,116.3,35,99,12095,Monsoon,Poor,Limit outdoor activity
2025-10-21,Pune,Maharashtra,288,218.2,75.1,21.4,15.6,2.7,174.1,12.4,34,9.4,51.1,71,38,10837,Summer,Poor,Limit outdoor activity
2025-07-12,Hyderabad,Telangana,424,175.7,209.2,75.6,76.9,3.22,84.9,40.3,27,29.6,23.7,52,12,26897,Monsoon,Severe,Stay indoors
2025-07-20,Chennai,Tamil Nadu,412,84.6,114.6,5.6,8.6,0.43,111.7,36.5,80,25.7,24.4,30,69,25492,Winter,Severe,Stay indoors
2025-05-03,Ahmedabad,Gujarat,142,175.8,75.9,113.7,25.1,1.89,88.9,28.8,36,29.3,25.7,66,70,8876,Monsoon,Moderate,Sensitive groups caution
2025-04-29,Bengaluru,Karnataka,59,216.7,38.5,43.5,27.1,1.84,75.6,40.8,23,9.6,55.0,25,46,15171,Autumn,Satisfactory,Normal
2025-04-23,Pune,Maharashtra,329,210.0,269.2,91.5,57.2,1.13,120.5,44.2,90,20.6,108.7,40,28,7713,Autumn,Very Poor,Stay indoors
2025-01-03,Delhi,Delhi,393,157.3,272.8,116.8,62.2,1.75,54.1,42.5,84,11.5,92.9,62,45,6493,Winter,Very Poor,Stay indoors
2025-12-08,Bengaluru,Karnataka,203,181.1,247.4,96.0,21.3,0.81,89.1,24.9,44,17.2,18.8,100,14,10922,Winter,Poor,Limit outdoor activity
2023-12-07,Lucknow,Uttar Pradesh,114,215.1,144.9,30.9,51.5,2.11,165.3,12.6,75,18.2,65.3,24,89,11227,Summer,Moderate,Sensitive groups caution
2023-01-15,Chandigarh,Chandigarh,390,15.8,70.0,49.9,23.0,1.76,76.5,43.4,41,27.9,101.5,54,95,3703,Autumn,Very Poor,Stay indoors
2023-01-23,Bengaluru,Karnataka,168,108.7,318.7,119.5,71.6,1.93,173.5,10.5,30,11.4,102.5,23,52,1967,Summer,Moderate,Sensitive groups caution
2024-12-06,Kolkata,West Bengal,437,167.2,98.3,85.9,50.1,2.07,10.6,30.9,68,19.3,10.5,88,13,25419,Autumn,Severe,Stay indoors
2025-10-16,Chandigarh,Chandigarh,65,244.2,107.1,7.4,53.9,1.02,139.9,21.4,95,7.1,62.8,59,35,9742,Autumn,Satisfactory,Normal
2023-10-08,Patna,Bihar,387,155.0,310.5,78.1,18.5,2.95,175.0,43.7,34,17.3,107.7,97,55,6501,Autumn,Very Poor,Stay indoors
2024-02-10,Patna,Bihar,96,70.9,234.3,90.7,71.9,1.41,117.8,29.2,67,25.5,3.6,35,73,6653,Monsoon,Satisfactory,Normal
2023-05-28,Hyderabad,Telangana,180,237.2,294.4,70.5,47.0,2.11,29.7,44.1,62,27.0,66.8,85,76,23060,Autumn,Moderate,Sensitive groups caution
2023-09-13,Chennai,Tamil Nadu,126,61.3,282.1,53.1,46.0,0.41,70.4,44.9,62,17.9,28.7,32,86,16205,Summer,Moderate,Sensitive groups caution
2024-10-21,Delhi,Delhi,292,198.8,289.8,15.3,42.7,2.17,44.7,20.6,79,9.1,41.0,40,38,22767,Winter,Poor,Limit outdoor activity
2024-09-26,Delhi,Delhi,414,59.2,63.1,69.1,73.1,1.23,62.1,33.3,86,24.6,107.9,96,16,11853,Autumn,Severe,Stay indoors
2023-12-26,Pune,Maharashtra,345,69.5,53.8,17.1,38.0,0.95,41.7,14.4,22,5.7,7.1,34,57,9956,Summer,Very Poor,Stay indoors
2023-09-22,Patna,Bihar,61,193.1,306.7,88.6,52.4,3.16,65.2,42.2,59,8.5,69.7,66,13,28492,Summer,Satisfactory,Normal
2023-01-17,Kolkata,West Bengal,335,125.6,248.8,40.1,46.4,0.76,108.2,15.5,22,6.3,42.6,100,51,9126,Autumn,Very Poor,Stay indoors
2024-12-16,Hyderabad,Telangana,436,94.2,164.7,53.6,58.2,0.85,86.2,19.8,60,11.0,43.2,74,74,26793,Summer,Severe,Stay indoors
2025-07-29,Jaipur,Rajasthan,325,46.8,144.3,79.7,47.6,0.36,46.2,40.7,87,12.1,33.2,60,71,21818,Autumn,Very Poor,Stay indoors
2024-01-04,Jaipur,Rajasthan,46,121.9,271.3,6.5,59.0,3.35,97.1,37.3,23,17.3,17.8,22,54,23780,Winter,Good,Normal
2024-01-12,Kolkata,West Bengal,396,196.2,122.1,115.2,24.6,2.24,44.0,42.1,94,8.3,43.3,71,42,2741,Winter,Very Poor,Stay indoors
2025-02-15,Chandigarh,Chandigarh,266,124.8,274.1,117.4,36.2,1.4,51.4,36.6,94,3.7,47.8,68,54,27971,Monsoon,Poor,Limit outdoor activity
2025-01-25,Chandigarh,Chandigarh,285,88.9,289.5,8.6,11.3,0.73,83.2,22.7,80,18.8,51.5,26,93,18959,Summer,Poor,Limit outdoor activity
2023-02-22,Mumbai,Maharashtra,315,87.7,283.8,51.2,20.7,2.14,69.3,30.7,78,5.6,55.4,20,76,1560,Autumn,Very Poor,Stay indoors
2025-03-19,Jaipur,Rajasthan,208,40.7,79.6,25.8,7.4,1.99,103.2,27.0,57,2.5,56.6,67,27,5775,Monsoon,Poor,Limit outdoor activity
2024-04-19,Delhi,Delhi,63,203.4,58.8,27.0,59.7,3.49,56.2,15.7,20,10.2,77.3,57,50,1965,Winter,Satisfactory,Normal
2023-01-16,Pune,Maharashtra,224,86.6,163.1,99.4,5.5,0.76,175.0,35.7,83,28.8,64.7,55,78,17929,Summer,Poor,Limit outdoor activity
2024-01-31,Jaipur,Rajasthan,443,213.8,239.0,70.6,10.3,1.96,153.6,39.4,39,5.2,33.2,67,42,11668,Autumn,Severe,Stay indoors
2024-08-03,Delhi,Delhi,204,35.8,75.7,80.8,56.9,3.16,113.8,43.4,69,2.8,103.6,22,19,18990,Monsoon,Poor,Limit outdoor activity
2025-07-31,Patna,Bihar,362,200.9,243.6,101.1,57.9,1.97,149.2,20.7,21,15.4,95.9,74,90,1539,Winter,Very Poor,Stay indoors
2024-10-26,Ahmedabad,Gujarat,449,137.5,246.7,6.7,73.5,2.15,50.5,11.8,57,28.7,47.9,75,70,16490,Summer,Severe,Stay indoors
2025-10-04,Pune,Maharashtra,210,210.1,125.1,9.4,63.3,0.9,174.1,35.9,51,21.9,61.9,24,60,4387,Summer,Poor,Limit outdoor activity
2023-12-06,Pune,Maharashtra,296,108.4,347.5,115.0,14.9,2.66,169.3,31.9,48,4.0,96.3,69,76,20496,Summer,Poor,Limit outdoor activity
2024-05-02,Patna,Bihar,193,118.0,27.4,63.5,36.1,2.55,33.2,22.8,76,12.9,109.4,70,92,22015,Summer,Moderate,Sensitive groups caution
2025-12-16,Mumbai,Maharashtra,125,74.2,201.9,83.1,31.0,3.35,59.8,27.4,32,25.2,12.9,61,93,27593,Summer,Moderate,Sensitive groups caution
2023-10-12,Pune,Maharashtra,114,162.2,121.4,47.4,41.7,1.31,80.5,41.8,31,9.7,7.9,24,54,1048,Winter,Moderate,Sensitive groups caution
2024-08-13,Hyderabad,Telangana,218,71.1,102.2,5.3,9.4,2.71,30.3,19.9,35,16.9,2.8,99,84,15763,Monsoon,Poor,Limit outdoor activity
2024-12-16,Bengaluru,Karnataka,202,140.5,149.8,81.4,29.1,1.18,17.5,10.1,71,20.4,73.8,58,18,10424,Monsoon,Poor,Limit outdoor activity
2025-04-14,Delhi,Delhi,346,99.0,267.6,44.8,64.2,2.5,91.7,40.3,91,22.6,30.0,51,99,12326,Autumn,Very Poor,Stay indoors
2025-11-21,Lucknow,Uttar Pradesh,448,12.2,150.0,108.3,68.4,1.81,16.7,13.0,93,1.9,106.3,94,34,10602,Monsoon,Severe,Stay indoors
2024-03-09,Bengaluru,Karnataka,280,35.4,220.8,100.6,8.7,1.72,59.8,21.1,62,3.1,86.3,86,44,23139,Monsoon,Poor,Limit outdoor activity
2023-08-14,Hyderabad,Telangana,341,83.3,288.1,17.3,67.9,1.68,130.3,36.5,49,14.5,2.9,84,32,16806,Winter,Very Poor,Stay indoors
2023-10-24,Chennai,Tamil Nadu,433,96.1,340.2,110.8,71.4,0.99,19.4,32.4,80,23.2,76.5,29,26,24631,Autumn,Severe,Stay indoors
2023-08-17,Pune,Maharashtra,158,30.2,291.6,53.4,3.8,2.71,64.4,42.4,86,4.2,89.0,53,55,28305,Winter,Moderate,Sensitive groups caution
2023-07-20,Kolkata,West Bengal,411,246.1,256.1,81.6,18.0,3.08,15.0,11.2,31,16.7,120.0,98,67,14746,Monsoon,Severe,Stay indoors
2025-11-12,Bengaluru,Karnataka,116,68.3,22.5,7.3,63.7,2.18,70.2,36.9,23,27.8,100.5,100,83,28697,Winter,Moderate,Sensitive groups caution
2025-07-06,Lucknow,Uttar Pradesh,71,210.0,260.9,52.2,67.2,1.01,178.8,23.6,48,29.7,68.2,29,18,11994,Monsoon,Satisfactory,Normal
2024-03-16,Bengaluru,Karnataka,321,185.2,53.5,11.0,29.6,1.71,171.1,42.7,66,24.5,40.4,96,41,25779,Monsoon,Very Poor,Stay indoors
2025-02-23,Chennai,Tamil Nadu,92,185.2,86.0,97.9,3.5,3.37,48.2,22.8,85,7.0,9.2,45,23,19651,Autumn,Satisfactory,Normal
2023-09-05,Ahmedabad,Gujarat,249,186.8,101.0,96.2,47.8,0.44,110.6,13.9,73,11.4,99.3,56,67,23888,Monsoon,Poor,Limit outdoor activity
2023-10-22,Mumbai,Maharashtra,361,230.9,117.5,106.6,70.0,1.59,75.7,39.3,30,4.4,38.2,22,59,21206,Winter,Very Poor,Stay indoors
2024-07-01,Jaipur,Rajasthan,334,146.8,236.7,40.7,29.1,0.99,70.7,15.7,26,10.1,28.8,51,63,24563,Autumn,Very Poor,Stay indoors
2025-04-14,Pune,Maharashtra,365,68.9,332.7,93.5,61.0,3.43,63.3,20.6,57,12.5,67.8,98,22,17178,Winter,Very Poor,Stay indoors
2025-09-14,Bengaluru,Karnataka,226,241.7,172.6,96.6,3.2,1.35,79.2,13.0,31,26.8,117.1,98,69,24099,Monsoon,Poor,Limit outdoor activity
2025-12-05,Lucknow,Uttar Pradesh,269,40.4,262.9,7.0,68.8,1.41,98.5,40.6,22,22.6,48.9,58,25,11074,Winter,Poor,Limit outdoor activity
2023-01-20,Kolkata,West Bengal,86,215.0,181.4,5.7,76.0,2.55,104.6,20.7,93,6.6,85.3,44,94,9188,Monsoon,Satisfactory,Normal
2023-12-07,Pune,Maharashtra,445,105.1,327.8,9.6,17.4,2.25,49.3,30.6,61,25.0,62.9,46,38,24826,Summer,Severe,Stay indoors
2025-11-15,Hyderabad,Telangana,381,84.3,316.8,84.3,74.8,2.62,27.6,15.8,65,14.5,78.0,48,37,22794,Summer,Very Poor,Stay indoors
2025-01-17,Chandigarh,Chandigarh,94,137.8,221.7,117.1,47.8,3.38,169.5,34.0,24,28.4,110.4,81,23,16796,Summer,Satisfactory,Normal
2023-01-31,Patna,Bihar,377,95.8,102.0,105.0,52.0,1.55,82.9,22.1,42,6.2,36.2,89,79,5043,Summer,Very Poor,Stay indoors
2024-02-15,Jaipur,Rajasthan,328,121.8,246.2,73.6,30.8,1.79,125.4,35.0,69,8.5,57.5,28,57,8680,Summer,Very Poor,Stay indoors
2025-11-07,Patna,Bihar,33,66.2,135.3,83.3,78.5,0.44,167.7,41.3,69,13.0,60.5,69,82,8766,Autumn,Good,Normal
2024-03-09,Jaipur,Rajasthan,365,220.7,78.5,16.6,42.9,1.17,16.8,20.3,59,22.1,19.6,21,57,14906,Summer,Very Poor,Stay indoors
2023-09-13,Patna,Bihar,164,95.1,97.1,97.1,17.1,2.63,178.5,32.0,85,29.5,65.5,31,80,13666,Autumn,Moderate,Sensitive groups caution
2025-01-29,Kolkata,West Bengal,187,92.1,51.0,103.0,33.0,0.7,82.1,38.7,84,11.2,73.5,97,35,20753,Autumn,Moderate,Sensitive groups caution
2025-04-09,Patna,Bihar,422,136.4,84.0,49.5,16.2,1.3,99.9,28.0,26,21.2,67.2,30,67,28403,Monsoon,Severe,Stay indoors
2023-10-09,Chandigarh,Chandigarh,360,110.2,142.0,39.1,3.6,3.27,141.8,27.9,46,22.2,90.4,37,39,21228,Winter,Very Poor,Stay indoors
2023-11-23,Chennai,Tamil Nadu,422,119.1,338.1,6.4,56.7,0.9,174.2,15.6,91,24.8,89.4,62,99,11230,Autumn,Severe,Stay indoors
2024-09-17,Chennai,Tamil Nadu,67,79.7,344.7,45.8,56.6,0.94,37.2,30.2,23,24.5,84.8,77,47,10056,Winter,Satisfactory,Normal
2025-08-23,Bengaluru,Karnataka,199,85.2,337.9,85.1,41.8,2.9,109.4,14.0,59,4.1,64.2,31,41,27502,Monsoon,Moderate,Sensitive groups caution
2023-03-18,Bengaluru,Karnataka,333,88.9,163.4,100.8,18.0,1.89,102.7,36.1,68,9.7,62.4,20,94,23858,Autumn,Very Poor,Stay indoors
2024-11-17,Chandigarh,Chandigarh,140,165.8,91.1,68.3,69.3,3.21,114.4,17.0,62,27.2,19.2,73,97,6890,Autumn,Moderate,Sensitive groups caution
2024-12-13,Hyderabad,Telangana,336,145.5,277.9,119.5,62.3,2.07,82.2,20.7,74,10.2,59.4,26,61,6034,Summer,Very Poor,Stay indoors
2024-11-20,Ahmedabad,Gujarat,398,75.8,79.5,108.2,74.0,0.52,61.5,21.9,22,6.9,47.7,46,91,780,Autumn,Very Poor,Stay indoors
2023-01-05,Ahmedabad,Gujarat,264,99.5,181.7,56.2,37.2,0.52,121.0,31.3,45,10.6,12.4,80,68,4369,Autumn,Poor,Limit outdoor activity
2024-09-12,Delhi,Delhi,361,200.6,195.9,17.4,10.6,2.76,75.5,16.5,50,5.6,41.1,85,17,21545,Winter,Very Poor,Stay indoors
2024-01-06,Bengaluru,Karnataka,218,174.3,306.9,13.4,10.7,0.74,120.1,40.8,67,26.5,57.1,80,56,25222,Monsoon,Poor,Limit outdoor activity
2025-11-21,Patna,Bihar,198,240.6,171.0,100.6,19.8,2.12,44.2,39.4,78,1.8,16.5,77,49,9189,Monsoon,Moderate,Sensitive groups caution
2024-11-07,Lucknow,Uttar Pradesh,174,47.8,50.4,61.8,66.6,1.83,32.3,39.6,33,12.3,82.8,63,80,14162,Autumn,Moderate,Sensitive groups caution
2024-10-21,Lucknow,Uttar Pradesh,237,110.5,202.7,10.2,35.2,3.22,20.0,35.4,78,21.9,4.1,62,13,10460,Winter,Poor,Limit outdoor activity
2024-11-01,Hyderabad,Telangana,152,44.1,247.1,109.4,59.2,2.52,65.1,36.1,60,10.8,20.3,37,66,14874,Summer,Moderate,Sensitive groups caution
2025-11-08,Delhi,Delhi,70,13.2,67.8,107.3,52.3,0.8,20.7,43.6,53,11.7,31.9,74,81,11246,Winter,Satisfactory,Normal
2023-07-23,Bengaluru,Karnataka,353,77.5,328.0,26.7,71.1,2.24,159.8,34.6,26,2.4,70.0,53,55,25674,Autumn,Very Poor,Stay indoors
2023-03-03,Ahmedabad,Gujarat,142,163.5,240.6,33.0,62.9,0.29,11.7,44.9,33,17.6,20.1,39,50,3957,Autumn,Moderate,Sensitive groups caution
2023-10-22,Patna,Bihar,226,39.4,124.0,68.0,62.2,1.67,17.2,38.6,41,14.4,15.6,36,24,22530,Monsoon,Poor,Limit outdoor activity
2023-10-02,Patna,Bihar,173,65.2,268.3,56.4,55.4,2.89,68.9,24.0,85,19.8,87.2,96,57,24527,Summer,Moderate,Sensitive groups caution
2023-06-28,Pune,Maharashtra,266,145.0,310.4,68.1,27.6,1.71,134.7,10.4,70,15.6,86.3,97,85,19787,Autumn,Poor,Limit outdoor activity
2023-04-09,Patna,Bihar,120,228.2,190.3,27.0,48.2,1.73,160.1,38.8,48,11.1,115.9,62,26,858,Summer,Moderate,Sensitive groups caution
2023-03-08,Bengaluru,Karnataka,54,138.5,107.6,117.1,43.7,1.75,61.8,40.7,55,20.6,101.4,96,17,13547,Autumn,Satisfactory,Normal
2023-10-01,Ahmedabad,Gujarat,416,141.8,84.2,10.7,78.0,1.63,118.1,35.4,82,21.3,114.8,36,87,26843,Monsoon,Severe,Stay indoors
2025-06-10,Mumbai,Maharashtra,309,116.1,299.6,108.1,60.8,1.75,14.8,37.5,54,24.3,108.1,64,83,2288,Summer,Very Poor,Stay indoors
2024-01-05,Kolkata,West Bengal,245,174.8,122.0,68.3,44.5,3.37,153.0,12.9,52,7.1,113.6,82,26,26429,Summer,Poor,Limit outdoor activity
2025-01-05,Jaipur,Rajasthan,64,152.8,90.4,44.3,50.3,2.7,177.7,35.8,71,20.5,36.1,48,95,15291,Monsoon,Satisfactory,Normal
2023-04-24,Patna,Bihar,419,93.8,231.6,107.0,16.9,2.21,32.3,44.0,44,13.1,111.3,68,83,28791,Monsoon,Severe,Stay indoors
2023-05-23,Delhi,Delhi,409,54.9,204.4,78.8,72.7,2.94,85.0,26.1,86,20.9,100.3,100,14,14493,Monsoon,Severe,Stay indoors
2025-07-09,Ahmedabad,Gujarat,424,230.5,209.4,104.5,35.7,1.23,18.0,37.2,29,24.3,30.2,42,31,8277,Summer,Severe,Stay indoors
2025-08-24,Delhi,Delhi,65,120.4,184.7,17.5,55.9,0.22,177.1,16.9,86,21.2,19.1,91,60,2149,Summer,Satisfactory,Normal
2025-01-24,Delhi,Delhi,411,163.8,216.1,56.6,33.7,1.42,122.0,23.3,47,7.8,82.3,20,77,15083,Autumn,Severe,Stay indoors
2023-10-02,Mumbai,Maharashtra,181,241.3,292.1,21.1,31.9,1.55,120.2,36.5,60,7.5,117.8,81,37,18713,Winter,Moderate,Sensitive groups caution
2024-11-09,Kolkata,West Bengal,79,41.0,224.3,63.2,27.4,2.49,124.7,25.3,94,4.8,68.9,65,85,23244,Monsoon,Satisfactory,Normal
2025-02-09,Pune,Maharashtra,323,226.7,140.2,83.0,35.6,1.7,85.9,28.3,62,23.4,30.6,39,91,9016,Winter,Very Poor,Stay indoors
2025-05-07,Patna,Bihar,65,109.6,239.4,16.1,18.2,2.52,152.8,19.6,57,11.9,21.9,68,14,19392,Summer,Satisfactory,Normal
2025-04-28,Hyderabad,Telangana,412,150.0,72.1,107.3,17.7,1.89,124.6,37.1,88,24.0,81.9,23,55,4138,Summer,Severe,Stay indoors
2024-04-09,Delhi,Delhi,331,159.4,296.6,33.0,6.3,1.41,166.6,28.7,58,16.9,10.6,88,70,5711,Winter,Very Poor,Stay indoors
2025-02-16,Lucknow,Uttar Pradesh,208,188.6,177.1,31.1,19.3,1.6,128.2,16.7,49,12.9,28.4,28,42,13298,Monsoon,Poor,Limit outdoor activity
2025-03-07,Ahmedabad,Gujarat,35,227.6,320.6,95.4,45.1,2.71,162.7,30.7,23,22.2,62.0,84,34,23663,Summer,Good,Normal
2025-08-03,Mumbai,Maharashtra,435,128.6,32.8,82.9,25.3,0.43,127.1,24.5,74,26.8,30.5,63,32,17998,Autumn,Severe,Stay indoors
2024-02-12,Jaipur,Rajasthan,209,55.2,156.6,87.9,68.8,2.0,133.8,33.6,44,1.3,113.5,60,81,29271,Autumn,Poor,Limit outdoor activity
2024-01-07,Bengaluru,Karnataka,136,44.6,221.2,33.2,56.6,1.36,52.4,25.4,59,25.6,6.8,40,35,26624,Monsoon,Moderate,Sensitive groups caution
2024-06-30,Hyderabad,Telangana,67,194.5,333.0,55.2,10.5,1.49,13.3,40.7,69,23.0,5.8,100,75,8921,Monsoon,Satisfactory,Normal
2024-11-25,Patna,Bihar,117,98.2,158.3,5.3,52.1,0.25,139.6,16.9,42,29.3,28.8,56,85,2137,Autumn,Moderate,Sensitive groups caution
2024-01-01,Jaipur,Rajasthan,298,176.3,242.7,117.1,40.2,0.78,171.6,28.4,66,5.8,82.5,38,15,20742,Summer,Poor,Limit outdoor activity
2025-02-26,Pune,Maharashtra,170,215.4,228.2,16.7,13.5,2.73,11.0,38.6,59,27.1,73.3,60,97,21537,Summer,Moderate,Sensitive groups caution
2023-02-20,Pune,Maharashtra,401,83.7,188.3,80.8,4.0,1.39,59.6,22.7,56,28.9,70.2,53,46,16038,Autumn,Severe,Stay indoors
2025-08-20,Mumbai,Maharashtra,434,53.5,295.5,56.1,11.2,0.52,87.3,29.8,20,17.1,65.4,57,69,29920,Summer,Severe,Stay indoors
2024-08-26,Ahmedabad,Gujarat,446,147.0,256.3,41.0,57.1,3.49,110.6,31.6,50,10.0,47.2,41,71,11671,Summer,Severe,Stay indoors
2025-02-20,Chennai,Tamil Nadu,307,101.8,92.5,89.0,14.8,0.49,43.6,26.1,90,27.0,19.4,88,99,8523,Monsoon,Very Poor,Stay indoors
2024-12-21,Kolkata,West Bengal,445,235.7,124.8,17.0,7.0,2.77,76.0,32.2,74,1.8,59.4,46,74,9904,Summer,Severe,Stay indoors
2025-12-15,Mumbai,Maharashtra,250,131.9,179.3,41.6,64.3,3.45,15.3,24.9,22,6.2,8.5,75,10,6744,Winter,Poor,Limit outdoor activity
2024-04-19,Kolkata,West Bengal,205,32.5,120.1,69.9,72.7,0.77,55.9,12.3,40,9.0,4.4,97,30,2819,Autumn,Poor,Limit outdoor activity
2023-10-15,Kolkata,West Bengal,171,219.2,113.1,80.0,44.6,1.81,86.5,40.7,48,26.0,112.8,99,54,3269,Summer,Moderate,Sensitive groups caution
2024-10-11,Ahmedabad,Gujarat,357,65.2,275.7,35.0,15.6,0.22,70.3,30.0,54,15.4,39.1,20,99,10723,Summer,Very Poor,Stay indoors
2025-07-17,Jaipur,Rajasthan,370,147.5,57.0,34.8,40.1,1.71,147.5,40.8,70,23.1,99.6,48,56,28313,Summer,Very Poor,Stay indoors
2023-08-10,Patna,Bihar,108,238.9,219.4,49.1,32.4,2.59,53.7,33.7,50,6.7,22.9,79,72,26761,Winter,Moderate,Sensitive groups caution
2025-05-15,Hyderabad,Telangana,57,114.9,104.2,75.3,5.6,0.38,118.7,39.5,24,21.4,58.3,25,93,26365,Monsoon,Satisfactory,Normal
2024-05-29,Chennai,Tamil Nadu,378,165.8,312.9,36.9,11.9,3.38,140.7,16.9,65,22.2,91.1,43,91,29369,Monsoon,Very Poor,Stay indoors
2024-09-17,Lucknow,Uttar Pradesh,295,141.1,326.1,59.6,59.0,0.51,28.0,29.4,65,29.9,34.9,100,98,26861,Autumn,Poor,Limit outdoor activity
2025-07-24,Bengaluru,Karnataka,433,182.8,144.0,68.5,14.9,2.5,145.7,30.1,91,2.0,112.8,32,98,970,Summer,Severe,Stay indoors
2023-01-14,Ahmedabad,Gujarat,142,62.4,114.7,103.0,12.6,2.5,40.9,21.8,53,16.9,103.8,74,78,5021,Summer,Moderate,Sensitive groups caution
2025-08-30,Bengaluru,Karnataka,188,149.0,309.1,16.2,40.7,1.05,179.6,37.8,38,28.3,15.5,98,75,14108,Monsoon,Moderate,Sensitive groups caution
2023-02-05,Chandigarh,Chandigarh,91,57.5,321.1,45.6,76.6,3.01,124.7,21.1,67,9.6,42.5,92,90,27504,Autumn,Satisfactory,Normal
2025-02-02,Patna,Bihar,88,192.0,169.0,102.1,48.6,2.61,168.7,38.8,82,1.3,36.2,42,86,22819,Monsoon,Satisfactory,Normal
